,episode,score,avg_score,epsilon
486,486,221.36711651096564,30.63583479657195,0.01
487,487,208.85286653747974,30.792400062594492,0.01
488,488,199.97582628560565,30.708042895699517,0.01
489,489,243.41631728900794,33.623395139837626,0.01
490,490,133.46929856523911,35.756719277398936,0.01
491,491,210.59512232256083,38.54220077053038,0.01
492,492,203.17258001350928,41.00389103598495,0.01
493,493,172.1981765051225,41.91567211680522,0.01
494,494,-170.35806912546064,38.17395059935597,0.01
495,495,-219.27895657295835,33.49571168625623,0.01
496,496,-242.2106835701423,31.079464542458535,0.01
497,497,247.11097035643917,33.49730649978105,0.01
498,498,272.827306619273,33.833007798682736,0.01
499,499,253.26622076063063,34.23813220691067,0.01
500,500,253.309568512306,35.211235736709114,0.01
501,501,252.1604340860416,35.65503978779779,0.01
502,502,200.60796576501605,35.62274588222037,0.01
503,503,-48.1591322939367,32.793538449453735,0.01
504,504,-105.88703442764619,32.519173354867974,0.01
505,505,-270.3859600102364,28.365562303054958,0.01
506,506,-345.7736459412545,22.48535715076124,0.01
507,507,-281.5153439527031,17.168038923482783,0.01
508,508,243.3115691653763,17.10217524062927,0.01
509,509,145.71372325271886,16.256541281544454,0.01
510,510,269.8355456543366,16.581198326222008,0.01
511,511,264.19261002520653,20.028704062710943,0.01
512,512,257.5914729878461,20.112463181819646,0.01
513,513,28.74150070526153,20.452432317337824,0.01
514,514,-43.66897687022384,17.478656067633413,0.01
515,515,-67.27235047204086,14.556553074138623,0.01
516,516,242.02297866713724,22.194589407221446,0.01
517,517,-72.18818648672404,20.276647535294117,0.01
518,518,184.9619933547084,27.462364976974158,0.01
519,519,243.98240311299975,27.485582974672674,0.01
520,520,-83.81024950678191,24.670617993083955,0.01
521,521,217.32173423889049,24.65167292643493,0.01
522,522,294.21718034270305,24.668511051642824,0.01
523,523,2.2538929306619053,25.864596263492253,0.01
524,524,248.0045557063018,26.68919672493525,0.01
525,525,288.0925759206423,27.486782899338568,0.01
526,526,-81.76122774358275,28.799905563437868,0.01
527,527,261.32518113036633,28.702568632573904,0.01
528,528,167.9439436193308,28.25583280994563,0.01
529,529,272.20256641479654,28.93374620033652,0.01
530,530,-136.90114749163348,25.831403071703008,0.01
531,531,-280.5266295713436,21.592551480510288,0.01
532,532,-35.46409464490978,19.01720543915938,0.01
533,533,-123.41796692106615,19.055884024270462,0.01
534,534,230.1072047435469,23.142005533755363,0.01
535,535,135.59392564973479,26.071497468999137,0.01
536,536,-103.81124624529019,27.38951786046225,0.01
537,537,280.63511823616557,30.807343209557736,0.01
538,538,-158.36863138717274,26.418086983847925,0.01
539,539,-177.21208932044718,26.663714096178445,0.01
540,540,144.6697152933097,30.015661807925973,0.01
541,541,-115.36603655434885,30.62634198833361,0.01
542,542,136.41683595866272,33.90644622941834,0.01
543,543,17.091668423105855,36.96144375045405,0.01
544,544,160.26404240714464,36.0541709115376,0.01
545,545,-163.06388276056214,37.17613352639417,0.01
546,546,194.07252108832643,39.9576501794763,0.01
547,547,141.1975197208769,44.4824204348231,0.01
548,548,187.84696226380424,48.64475881129855,0.01
549,549,-21.946598717524438,46.028069193292716,0.01
550,550,266.3923710643653,46.62714769201737,0.01
551,551,268.7292014480862,51.735426738500685,0.01
552,552,-113.65559016261795,53.49927560532358,0.01
553,553,22.627953787837498,56.14244862566612,0.01
554,554,214.74039457256578,60.27385267769534,0.01
555,555,230.745510717758,62.7951644747724,0.01
556,556,294.22199489443574,66.45998163611905,0.01
557,557,177.80485044360347,66.56467669195835,0.01
558,558,225.89198580492356,70.43108534487402,0.01
559,559,30.135934425107223,69.4743502795167,0.01
560,560,206.509177030818,74.53570903831245,0.01
561,561,299.4028609024333,78.58006717443837,0.01
562,562,-66.9912184100795,79.20355390169767,0.01
563,563,15.569394535405408,76.9818383337446,0.01
564,564,273.2742332057256,82.05125683916063,0.01
565,565,-22.85248058697283,80.2491234263311,0.01
566,566,234.9300186103652,84.72118729920285,0.01
567,567,258.4592053556913,85.35637226374776,0.01
568,568,77.17772245870245,89.65766154275562,0.01
569,569,0.049304883843959146,87.33445553133106,0.01
570,570,-160.49778193039734,85.3556402059889,0.01
571,571,242.48934814525725,85.74926572067952,0.01
572,572,64.98812871570871,84.0716183131894,0.01
573,573,214.26604044787584,83.46869205866506,0.01
574,574,15.315989713093842,85.67781898593746,0.01
575,575,229.44217179176235,89.45209397211747,0.01
576,576,-1.2279684529765404,89.64917009498902,0.01
577,577,-14.317908821873587,90.33625975104378,0.01
578,578,218.2620119299501,94.76060631607426,0.01
579,579,193.46698606376975,94.95985531509523,0.01
580,580,208.15837511854056,94.95471864465873,0.01
581,581,-40.48649530927104,97.47297794765616,0.01
582,582,261.7340538963146,97.42255382556591,0.01
583,583,234.43978002364017,99.70622015561598,0.01
584,584,-63.125168140738836,97.26380828079499,0.01
585,585,107.37376878945237,95.87036727517274,0.01
586,586,199.3042600118702,95.6497387101818,0.01
587,587,128.23365612441594,94.84354660605115,0.01
588,588,238.46858834041993,95.22847422659929,0.01
589,589,283.4454755886103,95.62876580959534,0.01
590,590,-43.34884442360733,93.86058437970686,0.01
591,591,205.4159262651558,93.8087924191328,0.01
592,592,283.086332763087,94.60792994662857,0.01
593,593,223.23081448637456,95.1182563264411,0.01
594,594,252.11581473571923,99.34299516505291,0.01
595,595,241.92967748940532,103.95508150567653,0.01
596,596,1.4609092575160219,106.39179743395313,0.01
597,597,217.90699180442982,106.09975764843303,0.01
598,598,244.97916036281302,105.82127618586841,0.01
599,599,12.514399792766739,103.41375797618977,0.01
600,600,196.0496293567963,102.84115858463468,0.01
601,601,195.34944676321163,102.27304871140639,0.01
602,602,205.04480048091673,102.31741705856538,0.01
603,603,151.27385443818252,104.3117469258866,0.01
604,604,11.124451091285493,105.4818617810759,0.01
605,605,253.3076285690112,110.7187976668684,0.01
606,606,27.95065860855925,114.45604071236654,0.01
607,607,217.38030933717414,119.4449972452653,0.01
608,608,284.1172757150674,119.8530543107622,0.01
609,609,-56.49917435761161,117.8309253346589,0.01
610,610,198.2346766171628,117.11491664428716,0.01
611,611,216.4942881904941,116.63793342594003,0.01
612,612,143.47800206376604,115.49679871669923,0.01
613,613,-19.764960205088386,115.01173410759574,0.01
614,614,242.6913372841058,117.87533724913905,0.01
615,615,218.74988311952927,120.73555958505476,0.01
616,616,-14.579166664385326,118.16953813173954,0.01
617,617,213.99708053491872,121.03139080195595,0.01
618,618,67.34484000012523,119.85521926841011,0.01
619,619,-3.6481308381653292,117.37891392889847,0.01
620,620,42.22551021812538,118.63927152614755,0.01
621,621,36.03890837046748,116.82644326746333,0.01
622,622,229.0384270939731,116.17465573497603,0.01
623,623,17.66296983074767,116.32874650397687,0.01
624,624,10.926056114233958,113.9579615080562,0.01
625,625,-2.8838570114390194,111.04819717873539,0.01
626,626,207.0081931979897,113.9358913881511,0.01
627,627,-10.049154553490368,111.22214803131254,0.01
628,628,267.95081841100637,112.22221677922927,0.01
629,629,9.107547525732741,109.59126659033865,0.01
630,630,27.254810425480528,111.23282616950979,0.01
631,631,10.241972682961844,114.14051219205281,0.01
632,632,-39.97902001476258,114.0953629383543,0.01
633,633,14.659165673110664,115.47613426429609,0.01
634,634,238.8590784730522,115.56365300159112,0.01
635,635,210.6293621778088,116.31400736687188,0.01
636,636,-89.4433035885633,116.45768679343914,0.01
637,637,155.78745819351792,115.20921019301267,0.01
638,638,222.03160308986537,119.01321253778306,0.01
639,639,-6.588422702046415,120.71944920396705,0.01
640,640,-16.9805448670283,119.10294660236366,0.01
641,641,271.7718774494439,122.9743257424016,0.01
642,642,296.22262188722686,124.57238360168725,0.01
643,643,15.591535241469316,124.55738226987089,0.01
644,644,18.701788932519875,123.14175973512465,0.01
645,645,187.23397223715241,126.6447382851018,0.01
646,646,192.46762676243912,126.62868934184291,0.01
647,647,-100.28225113733659,124.21389163326079,0.01
648,648,263.58645929221944,124.97128660354494,0.01
649,649,-28.174544840323122,124.90900714231695,0.01
650,650,166.8606969830698,123.91369040150397,0.01
651,651,261.89765157980105,123.84537490282109,0.01
652,652,270.0117575744956,127.68204838019223,0.01
653,653,244.60300711115718,129.90179891342544,0.01
654,654,250.18455135527833,130.25624048125258,0.01
655,655,70.57168866715224,128.6545022607465,0.01
656,656,211.5423138290764,127.82770545009292,0.01
657,657,265.2893975756866,128.70255092141377,0.01
658,658,285.9554959809957,129.3031860231745,0.01
659,659,255.9624530553587,131.561451209477,0.01
660,660,56.225330506824605,130.05861274423708,0.01
661,661,37.061055518398405,127.43519469039671,0.01
662,662,207.91580784309286,130.18426495292843,0.01
663,663,242.1763409952973,132.45033441752733,0.01
664,664,279.4261565578065,132.5118536510482,0.01
665,665,254.0414209286487,135.2807926662044,0.01
666,666,240.62834249744654,135.3377759050752,0.01
667,667,238.80854533721103,135.1412693048904,0.01
668,668,204.21460266375482,136.41163810694093,0.01
669,669,164.0476516507453,138.05162157460995,0.01
670,670,-6.870110453285264,139.58789828938106,0.01
671,671,212.11988883235267,139.284203696252,0.01
672,672,249.69498232180976,141.13127223231302,0.01
673,673,238.2296847165745,141.37090867499998,0.01
674,674,14.012708695383054,141.3578758648229,0.01
675,675,22.257392013371742,139.28602806703898,0.01
676,676,225.7962756808282,141.55627050837703,0.01
677,677,218.20216856129767,143.88147128220874,0.01
678,678,-6.451941183313238,141.6343317510761,0.01
679,679,291.77973171452356,142.61745920758366,0.01
680,680,36.33802043363298,140.8992556607346,0.01
681,681,276.97392006332814,144.0738598144606,0.01
682,682,235.41584455324428,143.8106777210299,0.01
683,683,228.06027031160212,143.74688262390953,0.01
684,684,284.19635329940684,147.22009783831095,0.01
685,685,250.79636276246305,148.65432377804106,0.01
686,686,220.52519764783102,148.86653315440066,0.01
687,687,-28.395031282084517,147.30024628033564,0.01
688,688,183.8087566268436,146.75364796319988,0.01
689,689,195.16392636466006,145.87083247096038,0.01
690,690,-8.136267809262947,146.22295823710382,0.01
691,691,-26.747188941249092,143.90132708503978,0.01
692,692,246.944729264791,143.53991105005682,0.01
693,693,254.8050584746198,143.8556534899393,0.01
694,694,239.71843856425647,143.73167972822463,0.01
695,695,-50.85829727402668,140.80379998059033,0.01
696,696,-40.427618703286285,140.3849147009823,0.01
697,697,213.98604477556003,140.3457052306936,0.01
698,698,205.60500777460737,139.95196370481156,0.01
699,699,239.33160273357962,142.2201357342197,0.01
700,700,276.66550710211277,143.02629451167286,0.01
701,701,244.74282854989823,143.52022832953972,0.01
702,702,230.69627987472003,143.7767431234778,0.01
703,703,224.20414883311636,144.5060460674271,0.01
704,704,249.8034825311122,146.89283638182536,0.01
705,705,186.73186927079516,146.2270787888432,0.01
706,706,221.92211164318772,148.16679331918948,0.01
707,707,226.31039844272613,148.25609421024498,0.01
708,708,237.82845989546274,147.79320605204896,0.01
709,709,-30.1709443030163,148.0564883525949,0.01
710,710,274.17005390719925,148.81584212549527,0.01
711,711,-36.53089766790278,146.2855902669113,0.01
712,712,186.14426430522784,146.71225288932592,0.01
713,713,178.54541260433587,148.69535661742017,0.01
714,714,2.4815998571916538,146.29325924315103,0.01
715,715,239.61377742188986,146.50189818617463,0.01
716,716,273.91631356827565,149.3868529885012,0.01
717,717,259.7099909326253,149.8439820924783,0.01
718,718,180.99730465402178,150.98050673901727,0.01
719,719,-3.7561105538554855,150.9794269418604,0.01
720,720,269.51708925826676,153.25234273226178,0.01
721,721,238.77917683779515,155.27974541693507,0.01
722,722,220.69010223672086,155.19626216836252,0.01
723,723,200.64226018621707,157.02605507191723,0.01
724,724,-76.23687739543624,156.1544257368205,0.01
725,725,1.3241099268686867,156.19650540620358,0.01
726,726,259.5250781984521,156.72167425620825,0.01
727,727,262.1239293155064,159.4434050948982,0.01
728,728,221.09858626373386,158.97488277342546,0.01
729,729,266.33724800632143,161.54717977823134,0.01
730,730,-60.16239856438227,160.67300768833272,0.01
731,731,291.7161123442469,163.4877490849456,0.01
732,732,-16.227477934641513,163.7252645057468,0.01
733,733,-177.08186463984796,161.80785420261722,0.01
734,734,225.4386964223743,161.67365038211042,0.01
735,735,241.93817158616753,161.986738476194,0.01
736,736,17.413660786281213,163.05530811994245,0.01
737,737,226.8849954604059,163.76628349261134,0.01
738,738,246.06887516325878,164.00665621334528,0.01
739,739,248.73923000770282,166.55993274044278,0.01
740,740,270.1020005463625,169.43075819457667,0.01
741,741,-1.3836106457751924,166.69920331362448,0.01
742,742,203.83739588231109,165.77535105357532,0.01
743,743,217.76707616786683,167.79710646283934,0.01
744,744,247.81840702504132,170.08827264376453,0.01
745,745,-82.86550533808091,167.38727786801218,0.01
746,746,258.5309605399451,168.04791120578724,0.01
747,747,215.31315403336947,171.20386525749433,0.01
748,748,-15.04210191700895,168.41757964540204,0.01
749,749,253.83095729425733,171.2376346667478,0.01
750,750,280.13537056562245,172.37038140257334,0.01
751,751,249.11508335748866,172.2425557203502,0.01
752,752,273.18324190494457,172.27427056365477,0.01
753,753,280.03292887420776,172.62856978128522,0.01
754,754,-24.06519996482568,169.88607226808418,0.01
755,755,274.27655434585756,171.92312092487126,0.01
756,756,192.43695072797985,171.73206729386027,0.01
757,757,258.21393636334835,171.6613126817369,0.01
758,758,245.93007891259606,171.26105851105288,0.01
759,759,199.97604758471664,170.70119445634646,0.01
760,760,-21.02807823807862,169.9286603688974,0.01
761,761,232.3241447217307,171.88129126093074,0.01
762,762,293.01591408541196,172.73229232335393,0.01
763,763,283.796612374322,173.14849503714416,0.01
764,764,258.33803248310096,172.93761379639713,0.01
765,765,-50.10847828442079,169.89611480426646,0.01
766,766,247.19485722703416,169.96177995156233,0.01
767,767,285.4329458392798,170.42802395658302,0.01
768,768,-89.98361598477015,167.48604177009776,0.01
769,769,-9.013653908744715,165.7554287145029,0.01
770,770,270.9526584577304,168.533656403613,0.01
771,771,222.19760736713155,168.63443358896077,0.01
772,772,246.27073160075264,168.6001910817502,0.01
773,773,236.0306446033261,168.57820068061773,0.01
774,774,257.6824950324086,171.01489854398798,0.01
775,775,225.71389445738527,173.0494635684281,0.01
776,776,254.73263619977817,173.3388271736176,0.01
777,777,259.1361111335208,173.74816659933987,0.01
778,778,198.4994515200359,175.79768052637328,0.01
779,779,240.9920912222732,175.28980412145083,0.01
780,780,269.2369533545389,177.6187934506599,0.01
781,781,267.3672937206345,177.52272718723296,0.01
782,782,228.8724878273968,177.4572936199745,0.01
783,783,268.49077802598913,177.86159869711838,0.01
784,784,184.76565430499195,176.86729170717427,0.01
785,785,237.784041336786,176.73716849291745,0.01
786,786,229.79080946299283,176.82982461106909,0.01
787,787,221.96532179729226,179.3334281418628,0.01
788,788,240.5643335579474,179.9009839111739,0.01
789,789,262.8513346506242,180.5778579940335,0.01
790,790,221.7283821688086,182.8765044938142,0.01
791,791,264.9831388096595,185.7938077713233,0.01
792,792,231.36528936339076,185.63801337230933,0.01
793,793,245.091011140395,185.54087289896705,0.01
794,794,265.4711400768108,185.7983999140926,0.01
795,795,245.4512235443188,188.76149512227607,0.01
796,796,237.84059169332622,191.54417722624217,0.01
797,797,217.47079132779749,191.57902469176454,0.01
798,798,250.7056559391408,192.03003117340992,0.01
799,799,291.77628360722446,192.55447798214635,0.01
800,800,184.45789606510868,191.63240187177632,0.01
801,801,249.53544928724867,191.68032807914983,0.01
802,802,250.18360834232166,191.87520136382588,0.01
803,803,265.54499755157144,192.2886098510104,0.01
804,804,255.51536331762173,192.34572865887552,0.01
805,805,265.416335875623,193.13257332492378,0.01
806,806,256.5437159020693,193.47878936751258,0.01
807,807,215.14319216580222,193.3671173047433,0.01
808,808,270.14697697784453,193.6903024755671,0.01
809,809,-57.30846837021541,193.41892723489514,0.01
810,810,214.5815190103258,192.82304188592644,0.01
811,811,243.36739563562082,195.62202481896165,0.01
812,812,273.2296369159502,196.49287854506892,0.01
813,813,223.39433338766025,196.94136775290212,0.01
814,814,190.87276770091006,198.82527943133928,0.01
815,815,-56.52011867331281,195.86394047038723,0.01
816,816,224.88976639249248,195.37367499862944,0.01
817,817,282.0926428991768,195.59750151829493,0.01
818,818,231.6763158075267,196.10429162983002,0.01
819,819,268.9020593595502,198.830873328964,0.01
820,820,281.12874490187653,198.94698988540014,0.01
821,821,239.94756386962598,198.95867375571848,0.01
822,822,278.5393279038108,199.53716601238938,0.01
823,823,245.25484341134373,199.9832918446407,0.01
824,824,297.4615810707061,203.7202764293021,0.01
825,825,270.68379824511203,206.4138733124845,0.01
826,826,238.7717405494619,206.2063399359946,0.01
827,827,278.9668797296771,206.3747694401363,0.01
828,828,233.9776248780832,206.50355982627977,0.01
829,829,-139.16512359975673,202.44853611021904,0.01
830,830,300.78943965901954,206.05805449245304,0.01
831,831,275.2836974324473,205.89373034333505,0.01
832,832,258.938647718658,208.64539159986802,0.01
833,833,265.9480222554274,213.07569046882077,0.01
834,834,260.02237668020047,213.42152727139901,0.01
835,835,240.8160944285971,213.41030649982332,0.01
836,836,272.1606119350516,215.957776011311,0.01
837,837,5.835501671246007,213.74728107341943,0.01
838,838,-82.75792636475617,210.45901305813925,0.01
839,839,290.35093406448743,210.87513009870713,0.01
840,840,224.69059834225482,210.42101607666606,0.01
841,841,-33.86139834386371,210.09623819968522,0.01
842,842,294.5023315711304,211.0028875565734,0.01
843,843,271.87788041879514,211.5439955990827,0.01
844,844,285.3638117707486,211.91944964653976,0.01
845,845,237.22463774420453,215.1203510773626,0.01
846,846,265.3902065062523,215.1889435370257,0.01
847,847,273.2550541959225,215.7683625386512,0.01
848,848,255.7292511294124,218.47607606911538,0.01
849,849,270.34752579529345,218.64124175412576,0.01
850,850,253.90735699058658,218.3789616183753,0.01
851,851,288.1905690548111,218.76971647534862,0.01
852,852,291.00444791721605,218.94792853547133,0.01
853,853,307.75173281272566,219.22511657485654,0.01
854,854,265.942141382861,222.1251899883334,0.01
855,855,273.2003604576401,222.11442804945125,0.01
856,856,291.56828433116317,223.10574138548301,0.01
857,857,269.3076774055922,223.21667879590547,0.01
858,858,267.994747329329,223.4373254800728,0.01
859,859,260.53507186187426,224.04291572284438,0.01
860,860,271.5530394155213,226.9687268993804,0.01
861,861,229.40691628891307,226.93955461505223,0.01
862,862,218.51871217628099,226.1945825959609,0.01
863,863,215.24066962438468,225.5090231684615,0.01
864,864,317.8502646246753,226.10414548987723,0.01
865,865,247.2843725250177,229.07807399797167,0.01
866,866,289.09771552905556,229.49710258099185,0.01
867,867,236.58174692916174,229.00859059189068,0.01
868,868,267.1845769233837,232.58027252097224,0.01
869,869,276.9039693223483,235.4394487532832,0.01
870,870,39.846396947831664,233.12838613818423,0.01
871,871,262.8839640614924,233.53524970512785,0.01
872,872,284.69326631650284,233.9194750522853,0.01
873,873,257.53909151265617,234.1345595213786,0.01
874,874,277.43586194828157,234.33209319053734,0.01
875,875,268.75282221608217,234.76248246812432,0.01
876,876,274.3833521441088,234.9589896275676,0.01
877,877,242.01437167029238,234.7877722329353,0.01
878,878,269.3710538113005,235.49648825584794,0.01
879,879,264.43578677037596,235.73092521132898,0.01
880,880,272.3053569406428,235.76160924719002,0.01
881,881,290.58681682394786,235.99380447822318,0.01
882,882,253.48821371504363,236.23996173709963,0.01
883,883,271.075588071005,236.26580983754982,0.01
884,884,247.53758583172032,236.8935291528171,0.01
885,885,272.4409091996335,237.2400978314456,0.01
886,886,234.57700594007872,237.28795979621643,0.01
887,887,251.5818177667604,237.58412475591112,0.01
888,888,246.06766574054143,237.63915807773705,0.01
889,889,269.32343376182575,237.70387906884906,0.01
890,890,233.74055939762295,237.8240008411372,0.01
891,891,298.57806232041224,238.1599500762447,0.01
892,892,234.38548941747584,238.19015207678555,0.01
893,893,272.81029392387404,238.46734490462038,0.01
894,894,278.14146412865836,238.59404814513883,0.01
895,895,277.78951517759185,238.91743106147155,0.01
896,896,281.62706170366675,239.35529576157495,0.01
897,897,257.400732426952,239.75459517256652,0.01
898,898,251.4552527403862,239.76209114057895,0.01
899,899,249.54947459102826,239.339823050417,0.01
900,900,295.53392300817336,240.45058331984765,0.01
901,901,269.5840623829057,240.65106945080424,0.01
902,902,231.01233108454178,240.45935667822638,0.01
903,903,264.1548830538873,240.4454555332496,0.01
904,904,290.1523340011804,240.79182524008516,0.01
905,905,266.2365503180765,240.80002738450975,0.01
906,906,245.52290062267923,240.68981923171586,0.01
907,907,273.09400727464856,241.2693273828043,0.01
908,908,245.71685565495304,241.0250261695753,0.01
909,909,271.6789300142433,244.31490015341996,0.01
910,910,250.56890548094495,244.67477401812613,0.01
911,911,275.1076171865159,244.99217623363506,0.01
912,912,311.8797155284102,245.37867701975972,0.01
913,913,231.88425097703242,245.46357619565345,0.01
914,914,285.37105322407695,246.4085590508851,0.01
915,915,299.02614956492107,249.96402173326743,0.01
916,916,214.67843512962838,249.8619084206388,0.01
917,917,312.94178404686863,250.17039983211566,0.01
918,918,281.3530879649328,250.66716755368972,0.01
919,919,278.9271378243267,250.7674183383375,0.01
920,920,263.15138638411725,250.5876447531599,0.01
921,921,253.3597009855281,250.72176612431898,0.01
922,922,266.8270129429009,250.60464297470986,0.01
923,923,304.60230937346,251.19811763433097,0.01
924,924,268.872895856365,250.91223078218758,0.01
925,925,-16.77015189759824,248.03769128076044,0.01
926,926,248.85840279110184,248.1385579031769,0.01
927,927,270.55654004862765,248.05445450636637,0.01
928,928,-13.481608317088202,245.57986217441467,0.01
929,929,240.97583820499548,249.38127179246217,0.01
930,930,248.45912865471053,248.8579686824191,0.01
931,931,258.757151090507,248.6927032189997,0.01
932,932,239.39210631699893,248.49723780498311,0.01
933,933,240.35642825985582,248.24132186502737,0.01
934,934,252.97123965306605,248.17081049475607,0.01
935,935,265.23687232757175,248.4150182737458,0.01
936,936,290.4787176212038,248.59819933060734,0.01
937,937,312.03049876110794,251.66014930150595,0.01
938,938,225.7438751705531,254.74516731685904,0.01
939,939,266.1753432096922,254.50341140831108,0.01
940,940,261.33430089235975,254.8698484338121,0.01
941,941,277.3173556139206,257.9816359733899,0.01
942,942,297.95263873312973,258.01613904500994,0.01
943,943,297.2935115350438,258.27029535617237,0.01
944,944,257.29950724899567,257.98965231095485,0.01
945,945,269.62481777468497,258.31365411125967,0.01
946,946,273.68211747942553,258.3965732209914,0.01
947,947,299.57968247333497,258.65981950376556,0.01
948,948,232.72062473236346,258.42973323979504,0.01
949,949,254.96382353512982,258.27589621719346,0.01
950,950,243.01556696451811,258.1669783169327,0.01
951,951,252.18926028714944,257.80696522925615,0.01
952,952,280.4213140416283,257.7011338905003,0.01
953,953,225.8599304609981,256.88221586698296,0.01
954,954,246.61883871087625,256.6889828402632,0.01
955,955,265.96628950466106,256.6166421307334,0.01
956,956,273.14774859959,256.4324367734177,0.01
957,957,275.9835061909537,256.4991950612713,0.01
958,958,307.23788178882717,256.89162640586625,0.01
959,959,233.60339117184492,256.622309598966,0.01
960,960,285.2821806363178,256.7596010111739,0.01
961,961,266.67751687454427,257.13230701703026,0.01
962,962,258.2051879651486,257.5291717749189,0.01
963,963,246.0266020811862,257.8370310994869,0.01
964,964,257.28180668285626,257.2313465200687,0.01
965,965,262.21964828956834,257.38069927771426,0.01
966,966,215.62472295138832,256.64596935193754,0.01
967,967,276.3581774437466,257.0437336570834,0.01
968,968,290.81650185684293,257.280052906418,0.01
969,969,-221.77284371180022,252.29328477607658,0.01
970,970,274.3352755791564,254.63817356238982,0.01
971,971,210.52005715483503,254.1145344933232,0.01
972,972,285.7353578435505,254.12495540859368,0.01
973,973,258.1465502849178,254.13102999631627,0.01
974,974,253.6402703084848,253.89307407991834,0.01
975,975,254.867416638972,253.75422002414723,0.01
976,976,266.4375276705199,253.67476177941134,0.01
977,977,241.9298614558047,253.67391667726645,0.01
978,978,288.16057575543834,253.86181189670785,0.01
979,979,243.89794169315755,253.65643344593562,0.01
980,980,199.9367466775731,252.93274734330495,0.01
981,981,255.4521742060452,252.58140091712593,0.01
982,982,272.9863501861523,252.776382281837,0.01
983,983,292.19780260061043,252.98760442713305,0.01
984,984,276.72501409285485,253.2794787097444,0.01
985,985,259.7693183729988,253.15276280147805,0.01
986,986,268.66946433041727,253.49368738538146,0.01
987,987,260.7024267487642,253.5848934752015,0.01
988,988,243.48698119446934,253.55908662974073,0.01
989,989,200.28277409876625,252.86868003311017,0.01
990,990,233.10170987535858,252.86229153788753,0.01
991,991,272.29384140246486,252.59944932870803,0.01
992,992,281.5391832849406,253.0709862673827,0.01
993,993,266.634718402229,253.00923051216628,0.01
994,994,269.374521924624,252.92156109012592,0.01
995,995,278.18804890670606,252.92554642741703,0.01
996,996,229.47455010371647,252.40402131141752,0.01
997,997,265.23045457876594,252.48231853293566,0.01
998,998,274.7159742028578,252.7149257475604,0.01
999,999,236.67766398569654,252.58620764150706,0.01
